City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
60,hastings,50.8552,0.5729,9.32000000000005,45,21,1.79,GB,1682106667
61,maintirano,-18.0667,44.0167,26.24000000000001,82,55,4.09,MG,1682106667
62,tucuma,-0.1833,-50.05,28.010000000000048,81,94,3.45,BR,1682106668
63,inirida,3.8653,-67.9239,27.510000000000048,88,79,2.03,CO,1682106669
64,kodinsk,58.6881,99.1844,-7.3700000000000045,96,100,1.31,RU,1682106669
65,saipan,15.1355,145.701,25.390000000000043,100,100,6.17,MP,1682106670
66,albany,42.6001,-73.9662,25.960000000000036,33,14,2.24,US,1682106670
67,dalandzadgad,43.5708,104.425,4.050000000000011,16,50,2.6,MN,1682106671
68,dudinka,69.4058,86.1778,-5.2099999999999795,86,100,6.8,RU,1682106671
69,dolores,-36.3132,-57.6792,21.230000000000018,32,100,3.71,AR,1682106672
70,hadibu,12.65,54.0333,27.970000000000027,71,72,4.17,YE,1682106673
71,lihue,21.9789,-159.3672,25.58000000000004,85,75,5.66,US,1682106673
72,gazojak,41.1875,61.4036,18.0,16,6,6.55,TM,1682106674
73,mejit,10.2753,170.8646,26.879999999999995,72,99,6.79,MH,1682106674
74,agadez,19.75,10.25,29.390000000000043,10,7,1.22,NE,1682106675
75,san patricio,28.017,-97.5169,26.02000000000004,63,50,8.99,US,1682106675
76,susuman,62.7833,148.1667,-12.769999999999982,97,96,1.74,RU,1682106676
77,socorro,31.6546,-106.3033,23.370000000000005,7,20,3.09,US,1682106676
78,trondheim,63.4305,10.3951,10.03000000000003,70,2,0.45,NO,1682106677
79,homer,59.6425,-151.5483,10.430000000000007,54,0,1.54,US,1682106450
80,vernon,50.2581,-119.2691,12.28000000000003,56,96,1.79,CA,1682106593
81,fortaleza,-3.7227,-38.5247,30.07000000000005,66,20,7.2,BR,1682106404
82,mount gambier,-37.8333,140.7667,11.740000000000009,91,64,2.21,AU,1682106679
83,muravlenko,63.7898,74.523,0.07000000000005002,93,100,3.07,RU,1682106680
84,isafjordur,66.0755,-23.124,-0.12000000000000455,69,43,3.34,IS,1682106681
85,whitehorse,60.7161,-135.0538,5.430000000000007,48,75,0.0,CA,1682106681
